product_name,energy_100g,sugars_100g,fat_100g,proteins_100g,salt_100g,fiber_100g,carbohydrates_100g,nutrition_grade
Fermented Coconut Yoghurt Alternative,502.0,1.6,10.0,1.2,0.04,1.0,5.9,e
Biscottes Aixoises,1685.2,5.0,6.0,12.0,1.12,4.4,72.0,c
Räuchertofu Mandel-Sesam,829.0,0.5,12.0,19.0,1.7,,1.5,c
Jben chergui *2,790.0,0.1,16.0,8.4,0.6,,2.8,d
Kiri carré 12p,952.5,2.0,20.0,9.0,1.6,0.0,3.5,d
Vermicelles de Riz,589.12,0.48,0.64,2.24,0.01,0.64,30.72,b
Tomato Passata,146.0,4.1,0.1,1.8,0.1,2.2,5.0,a
Les craquantes blé complet,1556.1,2.8,4.3,12.0,1.0,11.0,65.0,a
Confiture D'abricots extra aïcha,1065.0,62.0,0.0,0.0,0.0,1.0,63.0,d
Queso feta,1147.0,0.0,23.2,16.0,2.2,0.0,1.0,e
Activia,257.0,5.5,1.2,2.7,0.0,1.5,9.9,a
MULTISEED WHOLEMEAL FARMHOUSE LOAF,1136.0,4.2,7.5,12.8,0.84,7.4,34.2,a
Muesli crisp 4 noix,1989.2,18.0,20.0,10.0,0.03,7.4,60.0,c
برس اب الخوخ جودة 1لتر,220.1,6.0,0.1,0.4,0.1,0.7,12.0,c
Falafels Pois chiches,781.0,2.0,7.5,7.5,1.2,8.7,18.0,a
Pâtes coquillettes 1kg,1521.0,3.5,2.0,13.0,0.01,3.0,71.0,a
Smooth,2706.66666666667,6.66666666666667,53.3333333333333,20.0,1.08333333333333,6.66666666666667,20.0,c
Granola Super Nutty,1682.0,9.6,14.4,10.9,0.03,14.4,50.2,a
Bacon Vegetal Fumé,904.0,1.2,15.0,15.0,2.2,3.2,4.3,d
Tofu fumé,685.0,0.8,10.0,16.0,0.52,3.2,1.0,a
Organic Vegetable Stock Cubes,27.0,0.3,0.4,0.0,0.9,0.01,0.7,unknown
Soja cuisine fluide,723.4,1.9,16.0,3.1,0.1,0.7,4.3,b
Biscottes au blé complet x36 tranches de 300g,1628.0,3.5,6.0,13.0,1.1,10.0,65.0,a
"Crevettes à l'indienne, lentilles corail et légumes",392.0,1.7,2.8,8.1,0.33,3.1,7.6,a
biscottes braisées,1560.0,3.8,5.6,14.0,0.92,14.0,59.0,a
Daya mini Avocat,322.4,14.0,1.1,2.1,0.0,1.0,14.0,e
Havarti,1640.1,0.5,35.0,19.0,1.2,,1.3,d
Heavenly Houmous,1126.5,0.6,21.6,6.4,0.9825,5.0,10.5,b
Salade de quinoa aux légumes,745.0,2.4,7.3,4.5,0.83,3.1,22.0,c
Maïs SSA 1/2,334.0,5.2,1.9,2.9,0.4,3.8,11.0,b
Disfruta Frutas Y Vitaminas Brik imp,93.0,4.3,0.1,0.2,0.01,0.3,5.0,d
simply nutty muesli,1584.0,14.2,6.8,9.9,0.03,8.6,64.4,a
Saint Agur,1493.0,0.5,33.0,16.0,2.2,,0.5,d
Haché Végétal et Gourmand,928.0,0.0,16.0,14.0,0.59,5.3,3.4,a
Kéfir Saveur myrtille,303.0,7.7,3.1,3.1,0.12,,8.0,d
Azeitonas Lidl,707.0,0.0,18.0,1.0,3.0,2.3,0.0,d
Lentilles Vapeur,489.0,0.5,0.4,8.7,0.48,6.8,16.0,b
Pizzarella premium,1.0,0.0,40.0,8.0,20.0,0.0,63.0,e
PET 1.25L FUZETEA PECHE HIB,73.1,4.3,0.0,0.0,0.03,0.0,4.3,d
Assaisonnement aromatise au citron,4.0,0.14,0.0,0.0,0.0,,0.14,not-applicable
Huile d'olive vierge extra,3389.0,0.0,91.6,0.0,0.0,0.0,0.0,b
Huile d\'olive vierge extra bio,3700.0,0.0,100.0,0.0,0.0,0.0,0.0,b
Mixed Nuts,2669.6,4.2,58.0,20.4,0.01,8.5,6.4,c
Tyrrell's Sweet Chilli & Red Pepper,1952.0,5.1,25.0,6.3,1.1,5.4,51.0,c
Sourdough,1085.8,1.8,2.7,9.3,0.99,3.6,47.0,c
Thon entier au nature,462.0,0.0,1.0,25.0,1.0,,0.0,a
Thon entier au naturel Albacore,462.0,0.0,1.0,25.0,1.0,,0.0,a
Thon a lhuile,606.0,0.2,2.8,29.6,0.33,0.0,0.2,a
Végétal falafels pois chiches coriandre,905.4,1.8,13.0,7.0,0.79,6.3,15.0,a
Filets de tofu à la japonaise,858.0,0.3,13.0,19.0,1.38,,2.4,b
Kefir Natural Fermented Yogurt,268.0,5.4,2.1,4.7,0.12,,5.4,b
Curry thaï,453.0,1.5,4.1,6.6,0.53,6.4,8.1,a
Purée de pommes de terre en flocons,1443.0,2.3,0.8,7.5,0.01,7.0,73.6,unknown
High Protein Frutas con Trozos,241.0,3.9,0.3,8.3,0.1475,0.1,4.5,a
Stevia,7.0,0.0,0.2,0.0,0.0,0.0,99.0,not-applicable
Muesli bio noix & graines,1788.0,6.3,16.8,13.6,0.03,8.7,50.9,a
6111259347106,2092.0,45.0,25.0,5.0,0.5,5.0,60.0,e
Greek 0% Fat Authentic Greek Yogurt,243.0,3.5,0.0,10.4,0.09,0.0,3.9,a
Croustillant fruits rouges,1792.0,19.0,12.0,9.3,0.01,9.2,66.0,c
Epinards hachés à la crème,326.0,1.4,4.4,3.5,0.6,1.7,5.3,b
"PET 1,5L SCHWEPPES AGRUMES",81.0,4.4,0.0,0.0,0.01,0.0,4.5,d
tartines craquantes riz châtaigne,1573.0,7.2,0.9,6.9,0.32,3.6,82.0,c
Feta - Fromage,1143.0,0.7,23.0,17.0,2.2,,0.7,d
Coconut Water The Original,76.5,4.0,0.0,0.0,0.06,0.0,4.5,b
CREME DESS.VANIL.BIO,603.0,15.1,6.0,3.8,0.32,,18.6,c
Jnane,438.0,13.8,3.2,3.8,0.4,,15.0,c
Thon entier au naturel albacore,462.0,0.0,1.0,25.0,1.0,,0.0,a
Skyr nature,253.7,3.2,0.5,8.8,0.1,0.5,4.8,a
Special Flakes Red Berries,1617.0,11.5,2.6,8.9,0.37,6.5,77.5,b
Tofu nature à cuisiner,605.0,0.6,9.0,14.0,0.0,2.5,0.8,a
4 graines grillées sans sel ajouté,2619.0,4.6,55.9,22.2,0.07,12.8,4.6,c
Tomater Hakkede Økologisk 400g Mutti,104.0,2.8,0.2,1.2,0.02,,3.9,a
White Sourdough,967.0,1.9,0.7,9.4,0.88,4.5,44.6,b
kefir drink original,249.48,2.8,2.92,3.52,0.098,,4.8,b
Yoghurt,389.0,3.0,5.0,9.0,0.0975,,3.0,b
Pom'Potes Bio - Pomme Bio,245.1,11.0,0.6,0.5,0.0,1.3,12.0,a
Corn Flakes,1604.0,8.0,0.9,7.0,1.1,3.0,84.0,d
Penne Rigate N°66,1510.0,3.1,1.6,14.5,0.005,2.9,69.5,a
Poêlée Parisienne 750g,377.9,1.6,4.3,2.5,0.58,2.7,9.1,b
Tire-bouchons semi-complets,1515.0,3.6,1.6,12.3,0.02,4.9,71.0,a
Boisson végétale Coco,108.5,2.1,1.6,0.5,0.09,,2.4,c
Couscous Grain Moyen,1546.0,3.0,2.0,12.0,0.02,3.4,73.0,a
M&M\'s,2190.0,53.0,26.0,9.8,0.11,,59.0,e
Weetabix,1483.0,4.10256,2.0,12.0,0.25,9.74359,69.0,a
Skyr nature,241.0,3.6,0.5,9.5,0.14,,3.6,a
Grana Padano,1654.0,0.0,29.0,33.0,1.5,,0.0,d
Petits Pois & Carottes,250.0,3.8,0.7,3.6,0.77,4.2,7.6,a
Corn flakes,1628.0,2.0,1.1,7.4,0.45,2.7,85.0,c
Hand finished seeded sourdough bread,1065.7,3.0,3.9,8.8,0.7575,5.1,43.0,b
Sliced Wholemeal Bread,965.126050420168,2.52100840336134,2.52100840336134,10.5042016806723,0.945378151260504,6.30252100840336,37.8151260504202,a
Glace au Nutella,1435.0,29.0,23.0,4.1,0.114,,29.8,e
Pain campagnard sans gluten,1007.0,10.0,4.3,4.2,0.79,12.0,40.0,b
Skyr L’onctueux Nature,214.5,3.4,0.1,9.0,0.09,,3.4,a
Chips  barbecue,2114.0,2.7,31.0,6.2,1.1,4.4,54.0,d
Tortelloni Ricotta et épinards,1157.4,3.5,10.8,9.2,0.945,2.5,34.2,d
Biscotte,1694.0,3.0,5.4,13.0,0.03,6.2,72.0,a
Crème fraîche entière,1205.0,2.9,30.0,2.3,0.09,,2.9,d
Super Smoothie Antioxydant,230.0,11.0,0.5,0.5,0.1,1.1,13.0,d
100% trigo Espelta integral,1620.7,4.4,6.0,17.5,2.2,9.3,60.4,c
Wraps de Blé Nature,1259.5,2.0,5.2,9.1,1.0,1.0,53.2,c
Muesli,1559.5,18.0,5.5,11.0,0.28,8.0,65.0,b
White Sourdough Bread,1006.5,2.7,2.8,7.5,0.7675,4.7,43.4,b
Burrata,1051.6,1.4,23.0,10.0,0.365,,1.8,c
Torti qualité supérieure 500g,1531.0,3.7,2.0,12.0,0.0,3.6,72.0,a
Naturais 150g,923.0,4.0,20.0,6.3,0.99,0.5,4.4,d
Flocons d'avoine complets,1564.0,1.0,7.0,12.0,0.01,10.0,60.0,a
Country Crisp chocolat au lait,1886.66666666667,24.4444444444444,15.5555555555556,8.88888888888889,0.0444444444444444,5.11111111111111,66.6666666666667,d
Miettes de Maquereaux à la sauce tomate et aux épices,758.7,,6.4,30.1,1.25,0.0,0.6,unknown
"Shot de Mangue, gingembre, citron vert",189.666666666667,8.7,0.5,0.5,0.01,0.5,9.33333333333333,c
Soja cuisine fluide,723.0,1.6,16.0,3.1,0.1,0.7,3.5,b
SOJASUN MYRTILLES 4X100G,322.0,10.2,2.1,3.7,0.06,0.0,10.5,b
Fêta AOP brebis-chèvre,1129.0,2.3,20.0,18.0,2.6,,2.3,d
Tofu à l'Ail des Ours,905.2,0.7,15.0,19.0,4.5,,1.6,e
À la Grecque Greek Style Nature-Natural,219.0,0.0,3.3,5.7,0.11,,1.4,a
pindakaas met stukjes noot,2646.0,5.0,53.0,27.0,0.0,7.0,10.0,a
Pois chiches Sultanines 265g,529.0,0.8,2.0,6.8,0.7,6.3,17.0,a
Petits coeurs chocolat,2119.5,29.0,25.0,5.9,0.84,2.9,63.0,e
Ghilal Panaché,285.0,9.3,0.7,1.4,0.0,,14.0,e
Biscotte blé complet,1617.0,4.1,6.0,14.0,1.1,11.0,62.0,a
Dark Rye Sourdough,990.7,1.5,1.3,7.9,0.7975,5.2,45.1,a
Pan Gratí,1078.0,5.8,6.2,4.4,0.91,8.7,41.0,b
Soja Douceur,205.1,2.9,2.2,3.9,0.08,0.8,3.0,b
La bûche de chèvre Maxi Format,1208.0,1.0,23.0,20.0,1.5,,1.0,d
Original Crumpets,731.25,1.96428571428571,0.714285714285714,5.89285714285714,1.47633928571429,1.96428571428571,34.6428571428571,c
Ice Pulpe Orange 1.5cl,165.41,4.0,0.0,0.03,5.48999975,,9.7,e
Kefir,245.0,2.8,2.9,3.5,0.0975,0.0,4.6,b
"Low Sugar, Naturally Gut-Loving Granola",1963.0,7.9,17.9,13.2,0.06,17.0,49.7,a
Mediterranean Olive Oil,2184.0,0.5,59.0,0.5,1.1,,0.5,d
Lait de noisettes,129.0,3.1,1.8,0.4,0.14,0.3,3.1,c
Funky Veggie - Les PAF,1549.0,19.0,2.3,9.7,0.01,8.5,73.0,a
Natural Cottage Cheese,406.0,2.8,4.5,11.5,0.52,0.0,2.8,b
"Sardine huile tournesol et citron PARMENTIER, boîte 1/6",946.0,0.0,15.0,23.0,1.175,0.0,0.0,c
6 tortilla nature,1427.5,4.3,10.2,7.5,1.8,1.0,53.8,d
Yaourts Brassés aux Fruits fraise,419.5,0.0,2.7,0.0,0.0,,18.8,b
Frutas Mezcladas,222.7,12.8,0.0,0.3,0.01,,12.8,d
Skyr Icelandic Style Yogurt,256.5,4.0,0.5,10.0,0.14,0.0,4.0,a
MUSCLY FROMAGE 24,1094.0,0.0,22.0,9.0,1.6,,7.0,e
Kéfir Fresa Plátano,238.0,4.1,2.8,3.1,0.15,,4.8,c
Galettes de riz complet,1631.9,0.7,3.5,7.6,0.11,4.2,78.8,a
FULL FAT SOFT CHEESE WITH GARLIC & HERBS,1635.0,2.5,39.0,8.5,1.23,0.1,3.0,d
Les classiques - Velouté de 9 légumes,134.0,1.9,0.6,0.6,0.67,0.9,5.6,c
Bebida de soja 0% azúcares,123.6,0.0,1.6,2.8,0.0,0.4,0.8,b
Gazpacho Original,174.0,3.3,2.4,0.9,0.62,1.2,3.5,a
Le Thaï du Plateau de l'i-san pure origine,1501.0,0.2,0.8,8.1,0.01,0.9,78.0,b
Vita Coco,2220.0,0.05,60.0,0.0,0.11,,0.05,d
Ghilal,444.5,7.5,3.0,3.5,0.0,0.0,16.0,c
Spaghettini N°3,1521.0,3.5,2.0,13.0,0.01,3.0,71.0,a
Pipe Rigate,1521.0,3.5,2.0,13.0,0.01,3.0,71.0,a
Cheesy fromage,,,50.0,,,,,unknown
Le croustillant chocolat noir & fruits rouges,1822.0,14.0,14.0,10.0,0.5,10.0,62.0,c
Томаты Протёртые,132.4,4.5,0.5,1.6,0.4925,,5.1,c
Country Crisp Fruits & Noix,1859.0,22.0,16.0,9.6,0.05,6.1,63.0,c
Grainéa,1607.7,13.0,1.6,8.5,0.76,5.5,80.0,c
Danone veloute nature 125 g x 8,300.0,5.7,3.5,4.3,0.16,,5.7,b
Tasty Wholemeal Medium,930.5,4.0,1.75,10.0,0.8875,6.75,37.75,a
Lben,185.299998521804,3.2999999523163,1.7000000476837,3.0,0.12999999523163,,4.1999998092651,b
TIGER ROLLS WITH SOURDOUGH,1055.625,3.5,0.625,9.125,0.859375,2.625,50.375,c
Choco crousti,1805.0,16.0,14.0,11.0,0.08,11.0,61.0,c
Épinards Branches à la Crème,286.0,1.9,3.1,3.5,0.6,1.6,5.8,a
Dragon Kombucha,65.0,2.1,0.0,0.0,0.0,0.0,3.0,d
Filets de maquereaux moutarde,754.3,0.4,14.0,13.0,0.9825,,0.9,c
Couscous Moyen,1528.4,1.6,2.0,12.0,0.02,3.3,72.0,a
ColaCao Turbo Instant Cocoa Drink,1674.0,75.0,3.0,5.5,0.3,,82.0,unknown
Velouté de potiron & carottes BIO,117.9,2.8,0.7,0.6,0.67,1.3,4.2,b
Puy Lentils & French green lentils,624.0,1.0,1.7,11.0,0.01,5.2,19.0,a
Confiture Extra de Myrtilles,1024.0,59.0,0.1,0.3,0.0,1.5,59.0,d
Huile d'olive vierge extra Bouteille 1L,3700.0,0.0,100.0,0.0,0.0,,0.0,b
Original Philadelphia,931.666666666667,4.33333333333333,20.6666666666667,5.33333333333333,0.7375,0.333333333333333,4.33333333333333,d
Nutritional Yeast Flakes,1807.0,1.0,5.0,47.0,0.245,20.0,39.0,not-applicable
Jason's Sourdough Wholemeal Ciabattini,930.208333333333,2.08333333333333,1.25,11.6666666666667,1.60416666666667,6.45833333333333,37.2916666666667,b
tartiner Greek style kiri,0.0,0.0,0.0,0.0,0.0,,0.0,a
lurpak plant based,2805.6,0.8,75.0,0.2,1.18,,1.6,d
Levure de boulanger Briochin,0.0,0.0,0.0,0.0,0.0,,0.0,not-applicable
Lizis high protein granola nuts and seeds,1890.0,12.0,17.6,26.9,0.61,6.8,40.7,c
Daya fraise sghira,338.5,15.0,1.2,2.3,0.0,,15.0,e
Fakiat Barbeque,2145.0,0.5,25.0,8.0,1.1,6.2,63.6,d
Extra virgin olive oil,3467.0,0.0,92.0,0.0,0.0,,0.0,b
Brooklea Greek 10% Fat Authentic Greek Yogurt,549.0,3.1,10.0,5.9,0.14,0.0,4.6,c
Boulettes de pois chiches Patate douce Curcuma,1301.0,3.3,19.0,6.7,0.95,6.2,26.0,c
Dahl,384.0,2.1,3.9,4.6,0.8,5.7,6.8,a
Muesli fruits secs amandes & noisettes,1487.0,15.0,5.2,11.0,0.03,11.0,60.0,a
Vegan Spread,2646.0,0.5,70.0,0.5,1.2775,,0.5,d
L'Authentique Vegan,1169.0,2.8,17.0,19.0,1.1,3.8,11.0,b
Peanut Butter Protein Bars,1851.0,26.8,21.9,17.4,0.38,9.6,39.3,not-applicable
not milk,246.3,0.0,3.5,0.7,0.12,1.0,5.7,c
danone 0%,202.0,0.0,0.1,3.4,0.1,,8.1,b
Chocolat au lait du Pays Alpin,2244.9,55.0,31.0,6.5,0.275,2.3,57.0,e
Galettes de Sarrasin préparées en Bretagne,715.0,0.5,1.6,5.8,1.3,3.8,31.0,c
"Fromage frais nature 3,2% 4x100g",307.0,3.3,3.2,7.2,0.09,0.0,3.9,a
"Aiguillettes de poulet à la moutarde et au citron, écrasée de pommes de terre et carottes",333.0,1.9,2.6,6.9,0.19,1.6,6.2,a
Maille Mini Cornichons Petits Croquants Bocal 210g,58.0,0.7,0.5,0.6,2.3,0.5,2.0,c
Brassé abricot mchmach,448.0,16.0,2.8,3.5,0.12,,18.0,c
Kiri carré 24p,950.0,2.0,20.0,9.0,1.6,,3.5,d
Tofu à la Japonaise,853.0,0.5,13.0,19.0,1.4,,2.4,b
Smooth,2480.0,6.66666666666667,53.3333333333333,0.0,1.0,6.66666666666667,26.6666666666667,c
Tartines au seigle et graines de sésame,1564.0,1.6,6.2,11.0,1.3,14.0,61.0,b
Couscous légumes du soleil,621.0,3.0,3.3,4.0,0.66,2.8,24.0,c
Irish Organic Jumbo Oats,1646.25,1.0,8.25,11.0,0.0125,8.25,64.0,a
Brassé Ananas,448.0,16.0,2.8,3.5,0.12,,18.0,c
Country crisp miel & noix,1909.0,21.8,18.0,9.4,0.03,5.5,61.1,c
Special K Granola con avena Dark chocolate,1968.0,13.0,17.0,9.3,0.01,9.5,65.0,c
ProActiv Original,1296.0,0.5,35.0,0.05,0.3,,0.5,c
Glaces Amande,1384.0,28.0,20.0,4.6,0.14,,32.0,e
terrine forestière,969.9,1.9,19.0,4.1,1.0,3.4,10.0,d
"Danone fromage blanc 3,2% de mg 825 x 1",316.0,3.9,3.2,7.7,0.09,0.0,3.9,a
Pom'Potes (Pomme/Poire),243.8,10.0,0.5,0.5,0.01,1.6,12.0,a
La Faisselle,316.0,4.5,4.5,4.3,0.16,0.0,4.5,b
Yaourt à la grecque nature,442.0,3.3,8.9,3.3,0.1,0.0,3.3,c
Traditional Rolled Oats,1575.0,1.0,8.0,11.0,0.0,9.0,60.0,a
Greek White panetto,1276.0,0.0,29.0,0.0,1.7,,11.0,e
Tartine p'tit dej nature ssa 410 gr,1173.0,6.3,4.4,9.6,1.0,3.9,48.0,c
Crunchy Peanut Butter,2517.8,5.3,47.0,26.0,0.02,8.1,16.0,a
Mozzarella râpée,1287.3,0.1,22.8,23.5,0.955,0.0,2.6,c
Original Toastie Soft & Sliced White Loaf,1025.0,3.0,2.0,9.1,0.98,2.3,46.4,c
Mandel Vanille Geschmack,126.0,3.8,1.1,0.4,0.14,1.3,3.8,c
Yogo,0.0,,,,,,,unknown
Margarina 100% vegetal,2220.0,0.5,60.0,0.5,0.4,,0.5,c
Organic Piadina 4 Wholeblend Flatbreads with Extra Virgin Olive Oil,1279.06666666667,1.06666666666667,8.53333333333333,7.86666666666667,1.57333333333333,4.53333333333333,46.6666666666667,c
Skyr Noix de Coco,338.7,9.6,0.7,8.3,0.13,,10.1,a
"Tendres carrés de blé - oignons, pomme de terre, emmental",949.0,2.3,9.3,14.0,0.9,3.3,20.0,b
"Tofu cuisiné tomate, Mozzarella et basilic",832.0,1.9,12.0,14.0,0.9,5.6,6.2,a
Pâtes coquillettes 500g,1521.0,3.5,2.0,13.0,0.01,3.0,71.0,a
Coeur de burger - Texas BBQ,937.0,3.0,11.0,17.0,1.5,4.6,12.0,b
wholegrain wheat bixies,1529.6,3.0,2.3,12.7,0.000575,9.5,67.8,a
Les Galettes Boulgour - Roquefort & Figues,966.0,5.0,7.6,8.0,0.95,4.9,30.0,c
Seeded Batch,1231.0,2.6,8.9,10.6,0.95,6.0,39.7,b
organic GREEK YOGURT plain nonfat yogurt,250.0,1.76470588235294,0.0,10.5882352941176,0.0882352941176471,0.0,4.11764705882353,a
daya fraise 330g,314.4,14.0,1.1,2.1,0.0,,14.0,e
Hipro fruit citron,225.0,3.3,0.1,9.3,0.09,,3.7,a
Ancient Grains Probiotic Granola,2052.72727272727,16.3636363636364,16.3636363636364,9.09090909090909,1.09090909090909,10.9090909090909,70.9090909090909,d
BITESIZE SHREDDED WHEAT,1551.0,0.7,2.2,11.8,0.05,12.5,68.7,a
Amora Croq'Vert Cornichons Extra-Fins Bocal 370g,59.0,0.7,0.5,0.7,2.1,2.7,2.2,c
Fromage a tartiner,1189.0,2.8,27.2,6.8,1.0,0.0,3.5,d
Original Buldak Spicy Ramen,1702.3,5.0,12.9,10.0,3.0,1.4,61.4,unknown
Galettes de Maïs,2048.0,30.0,22.0,6.6,0.11,2.1,65.0,e
Lentilles Carottes,444.3,1.1,1.6,7.3,0.49,5.0,13.0,a
Tarti'Bon Nature,1039.0,3.0,25.0,4.5,1.0,0.0,3.0,d
Crunchy Peanut Butter,2502.0,5.4,49.0,27.0,0.52,7.5,10.0,a
yogo banan,,,2.0,,,,,unknown
Excelo nougat,1855.0,40.3,16.0,6.0,0.17,50.0,68.8,d
Oranges Clémentines Citrons sans sucres ajoutés,350.0,20.4,0.5,0.8,0.02,18.1,20.4,b
Céréales Extra Pepites Kellogg's Choco Noisettes,2076.0,21.0,25.0,8.0,0.63,5.8,57.0,e
Allumettes vege haricots rouges,606.666666666667,0.666666666666667,6.0,13.0666666666667,1.86666666666667,5.06666666666667,7.33333333333333,c
Le Fouetté de brebis,1432.0,2.2,34.0,6.1,0.6,,5.1,d
Olives vertes Dénoyautées,640.0,0.0,16.0,1.3,2.7,3.6,1.3,d
Filets de maquereaux aux vin blanc et aux aromates,636.5,0.4,11.0,13.0,0.9825,,0.5,b
White Sourdough,1024.0,2.7,2.7,8.0,0.79,5.2,44.0,b
Muesli crisp 5 Fruit,1788.0,21.4,13.6,8.8,0.17,7.4,63.4,d
Ramen,1842.5,3.0,1.77833333333333e-05,10.8333333333333,3.0,5.0,57.9166666666667,unknown
Semillas de chía,1916.0,0.4,34.0,22.0,0.0,30.0,2.6,a
Boulghour de blé à la Tunisienne au Raz-El-Hanout,667.8,4.7,4.1,6.3,0.78,6.5,21.0,a
Tomacouli,113.0,3.9,0.1,1.2,0.05,1.6,4.5,a
Original,1737.5,1.0,1.5,9.0,1.0,19.0,81.0,b
Avena,215.0,4.2,1.0,1.0,0.08,1.0,9.0,d
Smoky Spanish-Style Grains & Rice,713.3,1.4,1.9,4.8,1.2,4.3,31.0,c
Confiture 4 agrumes,720.7,37.0,0.5,0.6,0.03,1.5,40.0,c
Skyr bio vanille,309.7,8.9,0.1,9.1,0.11,,8.9,a
Riz aux Champignons de Paris,663.0,0.5,2.1,3.4,0.59,1.4,30.0,b
Margarina con sal,2183.0,0.5,59.0,0.5,0.9,0.0,0.5,d
NESTLE LION céréales 675g​,1711.0,24.5,7.4,8.1,0.4,7.0,73.2,c
Fusilli Blé complet,1525.0,3.0,2.0,13.0,0.0,6.0,70.0,a
Fanta Orange,187.0,11.0,0.0,0.0,0.0,0.0,11.0,e
Tomatenpuree,405.62,13.2,0.5,4.7,0.7,5.04,15.7,a
Cacahuètes grillées à sec,2485.0,6.1,47.0,26.0,1.3,10.4,13.0,c
Riz,166.7,4.0,0.6,0.5,0.08,,8.0,c
Pain grillé à la farine complète,1586.5,4.4,4.5,11.0,1.4,7.5,69.0,c
"Émincés de poulet, tagliatelles complètes et légumes façon wok",432.1,3.2,1.6,8.9,0.39,2.2,12.0,a
Pommes Framboises,234.0,9.4,0.5,0.5,0.01,1.6,13.0,a
Tartines croustillantes au Seigle,1478.0,1.8,1.8,10.0,1.4,15.0,66.0,b
Feta,1199.0,0.7,24.5,16.5,2.6,,0.7,e
Vitalite Dairy Free Spread,2072.0,0.0,56.0,0.0,1.5,0.0,0.0,d
Corn Flour Chips with Sesame,924.8,,3.4,46.5,,,0.5,unknown
Boulettes tomate et herbes de Provence végétales et gourmandes 180g,925.0,2.4,15.0,15.0,0.78,4.3,5.0,a
kefir yogurt original,301.8,4.8,2.0,6.0,0.1975,0.0,7.4,c
Pan de molde natural trigo espelta 100% integral,1010.0,3.7,4.1,12.0,1.1,7.4,38.0,b
Pois chiches au sel de Noirmoutier,546.0,0.5,2.9,6.6,0.36,7.4,16.0,a
Volkoren,1390.0,1.5,2.0,10.0,1.25,20.0,58.0,b
Beurre de cacahuètes,2506.0,5.5,49.5,28.3,0.02,8.1,10.6,a
Wraps Wheat & White,1315.40983606557,2.13114754098361,7.04918032786885,8.0327868852459,0.774590163934426,3.27868852459016,52.4590163934426,c
Sourdough  bagels,1160.0,6.24,3.05,10.1,1.11,4.13,49.4,c
Greek Yogurt Nonfat Plain,220.0,6.0,0.0,16.0,0.1625,0.0,6.0,a
Tarti'Bon Nature,1039.0,3.0,25.0,4.5,1.0,0.0,3.0,d
Pan Bauletto Bianco,1131.9,8.0,3.2,8.5,1.22,4.5,49.0,c
Gourmand & Végétal Riz au Lait de Coco,484.0,10.1,3.9,1.2,0.09,0.0,18.7,c
5 Glorious grains,768.0,0.7,2.8,5.5,0.04,4.0,32.0,b
"Grandi Girasoli - Ricotta, Epinards & Mascarpone",993.0,3.8,8.7,11.0,1.4,5.2,26.0,d
Zitrone Limette aus Soja,326.0,10.1,2.0,3.6,0.21,0.6,10.1,c
Peanut Butter,2644.58333333333,4.79166666666667,46.875,25.0,0.338541666666667,14.1666666666667,21.875,c
Le nature,64.0,0.0,3.5,3.2,0.0,,5.0,b
DURUM WHEAT PIADINA,1252.26666666667,2.4,7.86666666666667,8.93333333333333,1.421,2.0,46.6666666666667,d
Galette de mais,1607.0,0.6,2.9,8.8,0.54,5.1,77.0,b
TRIX Cereal,1654.0,22.4,4.3,6.4,0.06,5.5,78.9,c
nesquick,1645.0,24.0,3.66666666666667,8.33333333333333,1.08333333333333,7.33333333333333,77.0,d
Yaourt stracciatella Jockey,648.0,17.6,6.9,4.9,0.07,0.2,18.1,c
Biscottes à la farine complète,1600.0,3.9,5.7,13.0,1.4,9.2,64.0,c
THE CHAMPION WHOLEMEAL,444.2,1.5,1.2,5.1,0.4325,2.8,17.1,b
"Granola Coconut, Cashew & Almond",1794.9,15.5,12.5,9.3,0.05,7.6,65.5,c
Mixed nuts,2686.0,6.0,52.0,18.0,0.0,6.0,24.0,d
Confiture fraises allégée en sucres,710.2,38.4,0.2,0.5,0.01,2.0,39.9,d
Oats 'N Honey Granola Bars,1950.0,26.1904761904762,16.6666666666667,7.14285714285714,0.833333333333333,4.76190476190476,69.0476190476191,d
Douceur de fromage,406.8,,3.0,8.0,,,9.4,unknown
Compotée Pêches,394.6,21.0,0.3,0.9,0.0,1.4,21.0,b
Poulet citron,1870.0,2.85714285714286,15.7142857142857,10.0,1.825,2.85714285714286,65.7142857142857,unknown
Galette Riz Chocolat Noir,1945.1,22.0,17.0,8.3,0.08,4.5,67.0,d
Biscottes,1674.0,5.0,5.2,11.0,1.3,4.6,74.0,c
Organic Jumbo Porridge Oats,1511.25,0.25,6.0,11.25,5e-05,9.75,60.0,a
Muesli,1846.2,24.0,14.0,9.6,0.125,7.5,65.0,c
Durum wheat flatbreads,1258.6,2.4,7.9,8.9,1.475,2.0,47.0,d
Panier de Yoplait - Aux bons morceaux de fruits - Fruits jaunes,378.0,12.4,2.3,3.3,0.13,,13.0,c
Pates fraiches farcies aux girolles,992.0,1.1,9.3,9.2,1.4,5.6,26.0,c
Cassonade,1683.0,99.0,0.0,0.0,0.0,0.0,99.0,e
Chickpeas In Water,543.5,0.7,2.4,7.8,1e-05,5.2,16.5,a
VACHE QUI RIT ORIGINAL,945.0,6.0,17.5,11.5,1.7,,6.0,d
Bio Peanut butter crunchy,2665.4,4.1,54.5,25.9,0.6875,7.8,8.6,c
