energy_100g,sugars_100g,fat_100g,proteins_100g,salt_100g,fiber_100g,carbohydrates_100g,label
2720.0,4.0,56.0,25.0,0.0,12.0,6.5,Healthy
1585.48387096774,2.90322580645161,4.19354838709677,12.258064516129,0.67741935483871,12.9032258064516,65.8064516129032,Healthy
593.44,2.24,4.16,8.8,0.786,2.24,16.0,Moderate
1201.96721311475,2.13114754098361,5.08196721311475,8.19672131147541,0.967213114754098,3.77049180327869,49.672131147541,Moderate
760.0,1.5,13.0,14.0,0.58,0.6,1.6,Healthy
462.0,0.0,1.0,25.0,1.0,0.0,0.0,Healthy
228.0,3.3,0.2,8.8,0.1,0.1,4.1,Healthy
975.0,1.2,4.1,9.5,1.0,6.7,36.0,Healthy
851.8,3.5,19.3,3.5,0.3925,0.0,4.6,Unhealthy
1920.0,15.0,18.0,9.8,0.44,6.3,61.0,Moderate
1597.0,17.66667,4.8,9.9,0.78333,9.66667,69.1,Moderate
2511.9,0.9,38.0,21.4,0.1175,28.8,30.1,Healthy
1149.0,1.5,12.0,10.0,1.2,2.1,30.0,Unhealthy
84.0,4.7,0.0,0.0,0.03,0.0,4.7,Moderate
2702.0,6.0,52.0,20.0,0.425,8.0,22.0,Unhealthy
219.9,2.2,2.9,3.9,0.22,0.9,2.3,Healthy
3389.0,0.0,91.6,0.0,0.0,0.0,0.0,Healthy
1201.9,2.7,8.2,10.4,0.99,5.0,40.1,Healthy
656.1,13.0,6.3,2.0,0.2,4.0,21.0,Moderate
1154.6,0.5,23.0,15.4,2.0,1.4,1.8,Unhealthy
1914.5,26.0,16.0,7.1,0.006,3.6,69.0,Unhealthy
1070.1,9.6,4.1,10.0,0.88,4.3,42.0,Moderate
2099.0,2.1,27.0,6.2,0.65,5.3,55.0,Moderate
438.0,0.0,0.9,25.0,1.0,0.0,0.0,Healthy
612.1,2.5,6.7,7.6,0.58,6.0,11.0,Healthy
199.4,2.2,2.3,4.0,0.24,0.9,2.3,Healthy
1055.0,4.0,25.0,2.6,0.2,0.1,5.0,Moderate
1723.3,23.0,4.7,9.0,1.0825,8.8,78.0,Unhealthy
1821.05263157895,14.0350877192982,3.50877192982456,10.5263157894737,0.921052631578947,17.5438596491228,80.7017543859649,Moderate
629.0,0.8,8.2,8.3,0.8,4.2,8.9,Healthy
1194.0,7.0,4.1,9.7,1.1,4.1,50.0,Moderate
485.0,4.1,8.0,7.0,0.1,0.0,4.1,Moderate
1409.0,1.0,1.7,24.0,0.0,11.0,50.0,Healthy
1606.0,0.5,31.0,27.0,0.5,0.0,0.5,Moderate
310.0,3.4,5.5,1.2,0.7,2.1,4.1,Healthy
1256.0,3.1,5.9,14.8,0.84,5.0,43.8,Healthy
1597.0,48.0,12.0,6.7,0.02,8.7,57.0,Unhealthy
188.0,11.9,0.0,0.2,0.005,0.0,14.5,Unhealthy
2475.75757575758,3.03030303030303,45.4545454545455,18.1818181818182,0.4925,9.09090909090909,24.2424242424242,Healthy
2317.0,2.6,35.5,7.0,0.51,0.0,51.7,Unhealthy
864.477611940298,0.447761194029851,11.3432835820896,22.2388059701493,0.0149253731343284,6.11940298507463,1.04477611940298,Healthy
1547.0,0.666666666666667,2.0,12.6666666666667,0.0333333333333333,12.0,68.3333333333333,Healthy
56.0,0.0,1.4,0.0,0.09,0.5,0.0,Healthy
191.0,9.7,0.5,0.5,0.01,0.5,9.7,Moderate
1086.8,3.8,11.0,10.0,1.0825,2.1,29.0,Unhealthy
2182.0,0.5,59.0,0.5,0.2,0.0,0.5,Moderate
1454.375,3.375,1.875,13.0,3.125e-05,7.375,65.0,Healthy
1813.0,14.0,32.0,6.0,0.0,34.0,15.0,Moderate
1784.0,9.8,18.0,8.5,0.02,9.8,49.0,Healthy
2213.0,2.0,38.0,30.0,0.6,14.0,10.0,Healthy
2366.66666666667,30.6666666666667,35.3333333333333,4.0,0.583333333333333,0.666666666666667,58.0,Unhealthy
2098.0,0.4,28.0,7.2,1.1,4.8,53.0,Unhealthy
1489.0,3.0,1.0,14.0,0.0,3.0,70.0,Healthy
661.0,3.2,12.0,6.6,0.6,1.9,5.8,Moderate
696.0,39.0,0.0,0.0,0.0,1.9,39.0,Unhealthy
1692.30769230769,18.4615384615385,1.53846153846154,6.15384615384615,0.461538461538462,11.5384615384615,84.6153846153846,Moderate
1651.0,19.0,8.0,10.0,0.05,10.0,65.0,Moderate
723.4,0.7,7.7,17.0,2.75,1.9,7.9,Unhealthy
551.742857142857,2.71428571428571,2.2,7.14285714285714,0.97,1.11428571428571,20.0,Moderate
2081.7,30.0,24.0,6.9,0.08,2.8,62.0,Unhealthy
2590.625,9.375,50.0,21.875,1.171875,6.25,18.75,Moderate
749.1,0.3,12.1,14.0,1.0,2.4,2.6,Unhealthy
989.4,7.7,11.0,6.6,0.55,1.4,27.0,Unhealthy
131.0,4.6,0.5,1.2,0.02,2.3,4.6,Healthy
2071.0,21.0,24.0,7.5,0.02,6.6,59.0,Unhealthy
1883.2,24.0,13.0,10.0,0.06,7.4,69.0,Moderate
2649.0,4.1,57.0,19.0,0.02,8.8,8.6,Healthy
1062.4,2.93333333333333,2.4,10.1333333333333,0.973333333333333,2.13333333333333,46.1333333333333,Moderate
1656.0,63.0,13.0,1.7,5.5,5.6,64.0,Unhealthy
1582.0,8.0,0.9,7.0,1.0825,3.0,84.0,Unhealthy
405.0,0.1,1.6,14.0,0.64,5.0,4.2,Healthy
3374.4,0.0,91.2,0.0,0.0,0.0,0.0,Healthy
107.3,3.4,0.2,1.1,0.075,0.8,4.4,Healthy
165.2,4.2,0.1,1.7,0.0,1.7,7.0,Healthy
1812.5,6.6,12.0,4.1,2.2,5.1,74.0,Unhealthy
1686.0,18.3,6.2,8.3,0.98,5.1,76.0,Unhealthy
1787.0,41.0,14.0,2.3,0.28,5.2,70.0,Unhealthy
186.0,2.9,1.8,0.7,0.67,0.8,6.1,Moderate
1707.0,1.8,9.5,11.8,0.02375,10.0,68.5,Healthy
604.2,0.5,11.9,3.3,0.001,2.0,5.4,Healthy
1612.80142857143,2.85714285714286,4.29,12.9,1.6775,8.57142857142857,68.6,Moderate
1.7,0.0,0.0,0.1,0.0,0.0,0.0,Healthy
130.5,3.7,0.8,1.5,7.5e-05,0.5,4.2,Healthy
862.0,1.9,10.0,16.0,1.2,2.0,14.0,Moderate
1628.0,3.9,12.0,14.0,0.03,12.0,50.0,Healthy
2250.0,0.5,35.0,6.2,1.1,3.9,54.0,Unhealthy
1096.6,3.2,4.6,16.0,0.885,7.0,35.2,Healthy
1615.0,21.8,5.1,8.1,0.35,6.4,80.0,Moderate
973.0,2.75,2.25,9.0,0.8875,5.5,40.75,Healthy
386.0,1.0,4.0,13.0,0.7,0.0,1.0,Healthy
1989.0,11.9,21.7,11.0,0.01,7.0,55.3,Healthy
76.17,2.48,0.26,0.86,0.025,1.2,2.49,Healthy
1372.0,5.4,6.8,2.7,27.0,7.4,3.6,Unhealthy
1822.0,5.5,29.0,4.5,0.1,12.0,52.0,Moderate
1238.1,65.0,0.2,2.9,0.01,5.3,67.0,Unhealthy
238.0,4.0,0.0,10.0,0.00035,0.0,4.0,Healthy
2125.6,1.0,29.0,5.8,0.63,4.5,54.0,Moderate
1556.8,1.0,7.5,11.7,0.01,8.4,59.6,Healthy
1660.0,15.0,1.3,8.0,0.84,6.0,84.0,Moderate
481.0,12.1,4.3,4.1,0.13,2.0,13.9,Moderate
973.7,3.3,2.6,9.3,0.91,2.8,41.0,Moderate
672.0,3.5,7.9,14.0,0.93,6.0,5.5,Healthy
996.0,57.1,0.3,0.1,0.01,1.3,57.6,Unhealthy
431.0,12.0,3.8,0.5,0.03,0.2,17.0,Moderate
730.120481927711,2.40963855421687,18.0722891566265,1.20481927710843,0.0451807228915663,0.0,2.40963855421687,Unhealthy
198.2,5.57,0.49,2.3,0.13,2.3,7.21,Healthy
1861.2,26.6,16.3,6.1,0.38,4.9,65.6,Unhealthy
1038.0,39.0,2.4,2.8,0.2,9.9,48.0,Moderate
624.0,1.7,3.7,22.0,1.1,5.0,4.3,Healthy
712.8,1.0,6.4,12.0,0.59,0.0,16.0,Healthy
762.0,44.0,0.5,0.5,0.05,0.0,44.0,Unhealthy
3404.0,0.0,92.0,0.0,0.0,0.0,0.0,Healthy
1719.0,8.6,7.8,9.5,1.0,3.5,73.0,Moderate
2782.5,4.2,54.5,26.3,0.6775,6.5,15.7,Moderate
1891.0,16.8,16.2,9.8,0.02,7.6,62.6,Moderate
2052.0,22.0,23.0,7.5,0.84,4.5,61.0,Unhealthy
1581.5,1.5,8.1,11.0,0.01,8.5,60.4,Healthy
1004.4,8.0,2.8,2.4,1.32,7.2,47.2,Moderate
1919.0,21.0,17.0,6.0,0.98,4.0,68.0,Unhealthy
797.948717948718,1.17948717948718,4.2051282051282,7.38461538461539,0.565384615384615,2.92307692307692,29.025641025641,Moderate
2190.0,0.61,34.0,5.9,1.3,4.5,47.0,Unhealthy
569.0,3.4,2.9,7.8,0.61,2.9,18.0,Healthy
624.7,1.9,15.0,0.9,0.1175,0.0,3.2,Unhealthy
827.0,0.8,15.0,15.0,1.1,0.0,1.5,Moderate
1515.7,4.4,2.0,12.0,0.28,10.0,68.1,Healthy
197.0,10.2,0.0,0.0,0.0,0.0,10.8,Unhealthy
1458.0,3.5,2.0,12.0,0.03,3.0,68.0,Healthy
642.8,0.1,5.5,16.0,1.475,2.0,8.9,Moderate
723.84,0.16,2.08,4.08,0.048,6.4,30.96,Healthy
1233.62831858407,2.74336283185841,1.23893805309735,10.0,1.08849557522124,3.53982300884956,58.141592920354,Moderate
1542.5,1.0,8.5,12.0,0.025,9.0,56.0,Healthy
443.0,2.1,9.0,1.7,0.05,1.0,4.3,Healthy
1200.0,64.7,0.3,1.8,0.1,7.3,64.7,Moderate
1105.0,2.2,20.0,16.0,1.3,2.1,2.8,Moderate
1703.0,21.0,15.0,6.4,0.31,8.0,61.0,Moderate
1194.0,68.1,0.1,0.3,0.1275,0.7,70.5,Unhealthy
727.0,36.0,0.5,0.8,0.03,3.3,40.0,Moderate
1772.6,18.0,12.0,11.0,0.03,6.7,64.0,Moderate
1896.6,15.2,18.2,12.7,0.03,6.7,56.1,Moderate
2131.0,2.5,33.0,5.9,1.3,4.4,46.0,Unhealthy
132.0,2.4,1.2,0.6,0.67,0.7,4.3,Healthy
168.0,1.0,0.1,1.8,0.7,2.9,6.5,Healthy
800.4,3.0,14.0,8.8,2.4,3.0,6.4,Unhealthy
1168.4,1.0,23.1,6.1,1.05,6.7,9.2,Moderate
1064.0,4.7,5.9,8.8,0.78,2.0,40.0,Moderate
2562.0,5.8,50.0,27.0,0.02,8.3,11.0,Healthy
1608.4,22.0,2.2,10.0,0.67,6.0,77.0,Moderate
597.0,0.0,2.3,2.8,0.31,0.6,27.0,Healthy
1645.0,8.5,6.0,9.0,0.03,10.0,70.0,Healthy
689.0,11.0,7.2,1.6,0.37,3.7,22.0,Moderate
2665.0,12.0,50.0,23.0,0.136,9.0,24.0,Moderate
1550.0,0.8,2.8,8.2,0.82,4.0,75.0,Moderate
1947.0,16.0,42.0,1.7,1.7,0.0,23.0,Unhealthy
707.0,0.0,18.0,1.0,1.9675,3.0,0.0,Unhealthy
961.0,4.5,17.0,13.0,2.4,0.0,4.5,Unhealthy
1204.0,3.2,30.0,2.3,0.07,0.5,3.2,Unhealthy
1170.6,2.3,12.0,17.0,1.0825,3.7,24.0,Healthy
1833.2,20.0,13.0,9.2,0.06,7.1,67.0,Moderate
1493.0,2.3,3.0,12.0,0.93,3.8,67.0,Moderate
2177.0,0.8,31.0,6.3,1.4,4.8,52.0,Unhealthy
2177.0,3.5,31.0,6.3,1.4,4.8,52.0,Unhealthy
1036.22828784119,2.97766749379653,1.98511166253102,9.18114143920596,0.949131513647643,2.23325062034739,46.4019851116625,Moderate
3035.0,0.8,82.0,0.3,0.5,0.0,0.8,Unhealthy
1946.66666666667,26.6666666666667,3.33333333333333,10.0,2.08333333333333,36.6666666666667,80.0,Unhealthy
1264.9,3.6,9.9,11.1,0.825,4.8,39.5,Moderate
133.0,1.7,0.2,2.0,0.01,3.1,4.0,Healthy
1124.6875,3.125,5.0,8.59375,0.78125,6.5625,43.59375,Healthy
2751.9,4.0,58.3,21.4,0.0015,5.5,11.0,Healthy
2145.1,26.8,31.6,15.5,0.03,10.0,37.2,Moderate
1732.0,14.8,12.8,11.7,0.0,8.6,58.6,Moderate
1549.9,0.7,2.2,11.8,0.05,12.5,68.7,Healthy
314.0,4.3,3.2,7.2,0.13,0.5,4.3,Healthy
1900.0,3.9,18.0,13.0,1.6,5.4,57.0,Moderate
610.0,0.5,4.0,2.5,0.4,2.5,23.5,Healthy
819.0,1.1,14.0,15.0,0.9,0.9,2.3,Moderate
1161.0,1.4,10.0,14.0,1.3,3.3,31.0,Unhealthy
503.0,0.0,1.2,27.0,0.84,0.5,0.4,Healthy
1001.44,57.0,0.02,0.3,0.03,1.2,58.0,Unhealthy
959.0,17.3,15.0,3.1,0.1,0.2,21.0,Unhealthy
1642.0,22.4,4.8,8.9,0.22,7.7,73.6,Moderate
367.0,2.2,2.6,6.8,0.54,1.7,8.4,Healthy
1494.0,0.2,0.9,7.4,0.0,1.1,78.0,Healthy
714.0,2.3,17.0,1.6,0.052,1.0,2.8,Unhealthy
349.0,2.6,4.4,6.0,0.09,0.0,4.7,Healthy
691.954545454545,1.36363636363636,0.863636363636364,5.45454545454545,0.0136363636363636,1.36363636363636,32.7272727272727,Healthy
2629.8,4.6,51.3,28.5,0.0,5.4,12.0,Healthy
76.5,4.5,0.0,0.0,0.03,0.0,4.5,Unhealthy
436.2,11.8,2.9,3.7,0.1475,1.8,14.8,Unhealthy
1500.5,0.2,0.8,8.1,0.01,0.9,78.0,Healthy
214.5,3.4,0.1,9.0,0.885,0.0,3.4,Healthy
1010.0,2.17391304347826,0.869565217391304,8.47826086956522,0.75,3.04347826086957,47.6086956521739,Healthy
85.2,1.92,0.8,1.36,0.04,0.0,1.92,Healthy
255.0,11.0,0.5,0.5,0.01,1.3,13.0,Healthy
1180.0,4.9,16.0,3.9,0.99,2.6,29.0,Moderate
177.0,3.5,1.4,0.7,0.5,1.0,6.3,Moderate
825.9,1.8,8.3,14.0,0.78,1.1,16.0,Healthy
1705.0,4.0,10.0,14.0,1.7,7.5,61.0,Moderate
1841.2,24.0,14.0,7.0,0.72,3.9,69.0,Unhealthy
697.0,1.2,0.0,4.1,0.36,2.4,36.0,Healthy
1171.0,0.8,24.0,15.0,2.2,0.0,0.8,Unhealthy
2069.0,51.6129032258064,25.8064516129032,6.45161290322581,0.0,6.45161290322581,61.2903225806452,Unhealthy
2200.66666666667,0.0,31.1111111111111,6.0,0.0021111111111111,5.11111111111111,53.3333333333333,Moderate
216.0,11.0,0.0,0.6,0.0,1.1,11.0,Unhealthy
1906.0,16.0,19.0,8.1,0.48,10.0,57.0,Moderate
3768.0,0.0,100.0,0.0,0.0,0.0,0.0,Unhealthy
403.955555555556,1.6,1.91111111111111,4.66666666666667,0.373888888888889,4.82222222222222,12.6666666666667,Healthy
2418.0,4.6,48.2,17.7,0.04,3.2,18.1,Healthy
1636.0,6.91,6.2,10.3,0.53,2.5,72.3,Moderate
639.2,0.9,2.2,3.2,0.4325,1.3,29.0,Healthy
1018.0,1.25,6.25,10.25,0.7375,7.5,32.5,Healthy
547.4,3.1,6.2,5.0,0.49,1.5,13.0,Healthy
1985.0,0.3,19.0,7.0,0.4925,3.0,67.0,Moderate
1941.0,1.0,8.0,8.0,1.45,8.0,85.0,Moderate
1854.15,25.0,14.0,8.33,0.49,3.33,68.7,Unhealthy
736.95652173913,0.543478260869565,6.73913043478261,19.5652173913043,1.38858695652174,2.82608695652174,7.93478260869565,Healthy
1717.5,2.5,7.5,12.5,0.0,10.0,67.5,Healthy
313.900001764297,4.3000001907349,3.2000000476837,7.1999998092651,0.090000003576279,0.0,4.3000001907349,Healthy
297.8,4.9,2.8,6.0,0.15,0.9,5.0,Healthy
689.2,39.0,0.2,0.4,0.0,1.5,39.0,Unhealthy
975.0,0.9,16.0,14.0,0.87,4.7,5.0,Healthy
1831.4,46.0,20.0,9.0,0.0,6.8,52.0,Unhealthy
906.666666666667,45.6666666666667,0.333333333333333,2.66666666666667,0.0666666666666667,7.0,47.3333333333333,Moderate
558.0,0.8,7.9,13.0,0.65,3.3,1.1,Healthy
938.0,1.0,16.0,6.8,1.65,5.0,10.8,Moderate
1130.0,2.0,23.0,2.0,2.675,2.0,17.0,Unhealthy
1917.4,22.8,14.3,6.3,0.4725,2.9,74.0,Unhealthy
186.666666666667,9.86666666666667,0.133333333333333,0.133333333333333,0.0133333333333333,0.333333333333333,10.4,Unhealthy
329.0,3.5,3.6,7.6,0.1,0.0,3.9,Healthy
497.5,0.0,1.5,26.0,1.2,0.0,0.0,Healthy
1709.0,2.9,22.0,5.8,0.9,1.5,42.0,Unhealthy
1474.0,3.3,1.5,12.0,0.03,3.5,70.0,Healthy
1581.0,0.0,32.0,22.0,1.8,0.0,1.8,Unhealthy
1660.1,15.0,1.3,8.0,2.1,6.0,84.0,Unhealthy
1170.6,3.8,6.6,10.0,0.88,5.3,42.0,Healthy
106.0,4.0,0.2,1.4,0.09,0.9,4.0,Healthy
235.5,6.7,1.8,3.0,0.1375,0.5,6.7,Moderate
1575.0,22.0,3.0,8.66666666666667,0.0005,9.33333333333333,74.6666666666667,Healthy
1981.81818181818,35.4545454545455,19.5454545454545,5.45454545454545,0.772727272727273,2.72727272727273,68.1818181818182,Unhealthy
2731.7,4.0,59.3,24.3,0.01,6.0,4.5,Healthy
475.4,2.0,4.0,5.6,0.65,1.4,13.0,Moderate
856.666666666667,1.73333333333333,4.13333333333333,7.93333333333333,0.44,2.13333333333333,32.4,Healthy
1817.8,18.2,12.0,16.0,0.06,6.4,61.8,Moderate
1590.5,2.7,1.7,7.3,0.57,3.1,81.1,Healthy
1803.66666666667,10.3333333333333,2.66666666666667,9.66666666666667,0.458333333333333,12.6666666666667,84.6666666666667,Healthy
1500.0,15.0,2.0,9.33333333333333,0.616666666666667,9.66666666666667,70.0,Moderate
238.0,13.0,0.5,0.5,0.01,1.0,13.0,Healthy
275.1,3.7,1.7,1.4,0.31,2.3,10.0,Healthy
2613.2,3.6,52.2,29.6,0.01,8.3,6.6,Healthy
2250.0,5.71428571428571,32.1428571428571,3.57142857142857,2.67857142857143,3.57142857142857,57.1428571428571,Unhealthy
985.7,1.2,0.9,9.4,0.002375,4.3,44.6,Healthy
1615.0,95.0,0.5,0.5,0.01,0.5,95.0,Unhealthy
792.8,1.7,7.8,14.0,0.5025,1.4,15.0,Healthy
1514.89361702128,0.0,2.12765957446809,10.6382978723404,0.0,14.8936170212766,80.8510638297872,Healthy
1110.0,58.0,0.6,5.4,0.03,7.5,58.7,Moderate
186.7,1.2,3.6,1.8,0.335,0.1,1.3,Moderate
1212.80701754386,4.56140350877193,7.01754385964912,9.47368421052632,1.67543859649123,8.42105263157895,42.6315789473684,Moderate
2086.2,0.6,24.0,3.4,1.4,2.3,66.0,Unhealthy
3389.2,0.0,91.6,0.0,0.0,0.0,0.0,Healthy
1665.0,35.0,4.5,6.0,1.875,2.5,82.0,Unhealthy
291.6,13.0,0.5,0.5,0.025,1.2,15.0,Moderate
418.1,4.7,4.5,7.0,0.325,1.7,7.0,Unhealthy
844.0,1.3,9.9,9.1,0.87,8.7,15.0,Healthy
822.063492063492,1.58730158730159,0.476190476190476,5.87301587301587,2.12301587301587,2.06349206349206,40.4761904761905,Unhealthy
2706.66666666667,6.66666666666667,53.3333333333333,20.0,0.916666666666667,6.66666666666667,20.0,Moderate
310.0,9.41176470588235,0.0,8.23529411764706,0.0882352941176471,0.0,10.0,Healthy
1531.0,3.7,2.0,12.0,0.0,3.6,72.0,Healthy
1531.0,3.7,2.0,12.0,0.0,3.6,72.0,Healthy
313.0,3.9,5.4,1.0,0.52,2.2,4.8,Moderate
1634.0,0.0,29.0,33.0,1.4,1.4,0.0,Unhealthy
295.0,3.3,3.0,7.5,0.1,0.0,3.3,Healthy
1504.0,3.5,1.5,12.0,0.0,2.5,72.0,Healthy
805.0,0.0,12.0,21.0,0.0,0.5,0.0,Healthy
848.0,2.2,1.0,5.2,1.15,7.7,38.9,Healthy
523.0,2.1,0.9,7.1,0.725,6.2,18.8,Healthy
1718.86666666667,15.0,3.1,7.5,0.18,7.5,83.3333333333333,Healthy
138.0,0.0,1.9,3.3,0.09,0.6,0.0,Healthy
2600.0,33.6,48.3,7.4,0.267,0.0,38.6,Unhealthy
1498.0,3.3,2.0,15.0,0.06,8.0,65.0,Healthy
193.0,4.2,0.3,0.5,0.0,2.9,12.2,Healthy
770.0,21.0,8.4,2.0,0.14,0.5,25.0,Unhealthy
670.2,0.2,2.4,4.0,0.00125,1.7,29.4,Healthy
1862.5,2.85714285714286,12.8571428571429,7.14285714285714,1.05357142857143,7.14285714285714,71.0714285714286,Healthy
73.1,3.0,0.0,0.0,0.16,0.0,4.3,Moderate
2752.0,1.0,60.0,24.0,0.07,8.0,5.1,Healthy
586.2,2.9,6.6,6.6,0.67,1.1,13.0,Moderate
1116.3,5.1,1.8,9.2,0.6,3.5,50.9,Healthy
156.25,3.67857142857143,1.32142857142857,1.64285714285714,0.421428571428571,0.821428571428571,4.28571428571429,Healthy
224.8,1.0,2.8,1.7,0.5125,0.7,5.1,Healthy
140.3,4.1,0.3,3.3,0.11,0.0,4.3,Healthy
721.818181818182,2.54545454545455,0.545454545454545,5.63636363636364,0.931818181818182,2.72727272727273,34.5454545454545,Moderate
2114.0,31.0,24.0,5.0,0.42,1.2,66.0,Unhealthy
1081.0,0.7,22.0,15.0,2.2,0.5,0.7,Unhealthy
993.0,3.6,22.0,6.9,1.0,0.0,3.6,Unhealthy
1052.0,1.1,21.15,9.93,1.68,0.0,5.28,Unhealthy
136.0,1.5,1.4,0.8,0.62,1.6,3.5,Healthy
1772.2,11.0,16.0,11.0,0.02,9.4,54.0,Healthy
2026.1,24.0,23.0,8.3,0.67,6.0,58.0,Unhealthy
1648.6,7.9,1.2,7.0,0.9825,2.9,86.0,Moderate
1581.0,18.0,3.9,11.0,0.17,9.8,69.0,Healthy
446.2,4.4,6.4,2.5,0.67,4.5,7.7,Healthy
214.9,1.3,1.8,1.8,0.001075,2.6,5.7,Healthy
626.0,2.1,2.4,2.9,0.44,3.6,27.0,Healthy
1432.7,0.4,1.1,11.0,0.01,4.0,69.0,Healthy
1635.8,17.0,1.9,6.3,0.64,3.8,84.0,Moderate
438.0,3.4,8.9,3.0,0.09,0.0,3.4,Moderate
1562.5,0.25,42.0,0.25,0.01,0.0,0.25,Moderate
1183.5,2.4,16.8,21.4,1.28,11.8,6.1,Moderate
2139.3,1.3,33.0,5.9,1.3,4.5,46.0,Unhealthy
332.3,7.2,3.1,4.8,0.1875,1.7,7.2,Moderate
554.0,9.9,8.3,3.9,0.1,0.1,10.6,Moderate
222.0,1.2,3.5,0.8,0.13,1.1,4.1,Moderate
341.0,10.9,2.1,3.7,0.06,0.4,11.6,Moderate
2641.0,5.6,54.0,24.0,0.1125,6.0,11.0,Healthy
1651.6,16.0,1.4,8.0,0.73,6.6,83.0,Moderate
557.0,3.7,10.0,5.9,0.14,0.0,5.1,Moderate
2521.0,5.8,49.0,26.0,0.8,9.8,11.0,Healthy
1715.0,8.4,3.0,9.0,0.001125,5.0,83.0,Healthy
1138.0,6.4,9.7,13.0,1.5,6.1,30.0,Unhealthy
1485.96,3.53,35.3,7.05,0.97,0.0,3.53,Unhealthy
63.75,0.0,1.25,0.416666666666667,0.114583333333333,0.416666666666667,0.416666666666667,Healthy
1439.4,1.0,31.0,16.2,1.2775,0.0,1.0,Unhealthy
503.0,3.2,10.0,4.6,0.1,0.0,3.2,Moderate
519.0,1.3,3.9,8.4,0.76,5.6,11.0,Healthy
429.5,2.5,2.6,1.9,0.53,1.5,17.0,Moderate
379.0,0.5,3.2,5.8,0.8,3.9,10.0,Healthy
2618.2,6.1,54.0,22.0,0.009,7.4,11.0,Healthy
500.0,0.5,3.0,2.5,0.13,1.6,22.0,Healthy
314.0,4.3,3.2,7.2,0.1,0.0,4.3,Healthy
2256.4,56.3,31.5,6.0,0.0003,1.0,57.7,Unhealthy
1735.0,58.0,14.0,2.0,0.22,5.7,67.0,Unhealthy
203.0,9.6,0.0,0.0,0.0,0.63,11.0,Moderate
2164.75,0.5,29.25,7.0,0.6375,6.75,53.5,Moderate
340.0,8.0,2.7,4.9,0.725,1.3,9.1,Moderate
849.6,0.5,10.0,2.8,0.275,3.0,24.0,Moderate
360.1,4.7,0.6,4.6,0.6,5.9,12.5,Healthy
362.0,0.1,0.7,6.1,0.05,7.82,10.0,Healthy
2033.0,1.9,27.2,18.0,1.0,14.0,35.8,Moderate
1029.31034482759,4.82758620689655,1.72413793103448,8.27586206896552,0.982758620689655,3.44827586206897,46.8965517241379,Moderate
569.3,1.6,7.6,13.0,1.1,3.5,2.3,Healthy
1858.4,2.6,13.2,13.4,1.0,5.5,64.6,Healthy
84.0,0.5,0.1,1.6,0.58,3.5,1.5,Healthy
2126.0,1.0,27.0,5.4,0.05,3.6,59.2,Moderate
949.189189189189,3.51351351351351,1.35135135135135,10.8108108108108,2.41891891891892,7.2972972972973,38.6486486486486,Unhealthy
1535.6,19.8,1.6,3.6,0.7,6.9,80.0,Moderate
1122.0,3.3,13.3,6.7,0.9,5.5,27.7,Healthy
201.0,5.6,0.5,4.5,0.2,0.5,6.1,Healthy
1473.0,0.0,0.16,11.2,0.0,0.0,76.5,Healthy
223.0,6.3,0.1,6.4,0.14,0.0,6.5,Healthy
1103.0,4.1,11.0,11.0,1.475,2.0,29.0,Unhealthy
2491.0,4.4,49.9,21.2,0.01,12.5,9.1,Healthy
707.0,1.8,17.0,2.0,0.04,0.0,2.6,Unhealthy
437.8,3.3,8.9,0.6,0.15,0.6,5.5,Healthy
2543.0,3.8,52.0,26.0,0.03,12.0,4.3,Healthy
444.0,2.6,3.0,5.9,0.74,1.7,13.0,Healthy
2182.0,0.5,59.0,0.5,1.1,0.0,0.5,Unhealthy
2775.0,0.0,75.0,0.0,1.3,0.0,0.0,Unhealthy
534.0,1.4,0.8,2.5,0.3725,0.9,15.0,Healthy
1.7,0.0,0.0,0.1,0.0,0.0,0.0,Healthy
2274.0,61.0,31.0,4.0,0.19,0.6,62.0,Unhealthy
277.4,4.8,2.8,5.0,0.12,0.9,4.8,Healthy
1310.0,1.9,6.5,9.9,0.95,2.3,52.0,Moderate
159.7,5.5,0.4,0.6,0.0875,0.9,7.5,Unhealthy
1913.23529411765,23.5294117647059,10.2941176470588,10.2941176470588,0.128676470588235,10.2941176470588,75.0,Moderate
1046.15384615385,7.69230769230769,0.0,7.69230769230769,0.865384615384615,0.0,53.8461538461538,Moderate
1501.0,0.2,0.8,8.1,0.01,0.9,78.0,Healthy
729.0,5.0,12.0,8.0,1.0825,8.0,5.0,Moderate
1418.8,72.0,0.9,0.3,0.02,6.8,78.0,Unhealthy
886.8,0.5,12.0,9.0,0.83,8.6,13.0,Healthy
2619.0,5.5,50.0,27.0,0.01,5.7,13.0,Healthy
2440.0,6.66666666666667,40.0,20.0,1.0825,6.66666666666667,33.3333333333333,Moderate
101.0,3.5,0.5,1.2,0.07,0.9,3.5,Healthy
2907.1418,0.0,78.5714,0.0,0.89285725,0.0,0.0,Unhealthy
645.0,0.0,11.0,14.0,1.88,0.0,0.0,Unhealthy
1537.14285714286,1.42857142857143,2.85714285714286,8.57142857142857,0.285714285714286,2.85714285714286,74.2857142857143,Moderate
3464.0,0.0,92.0,0.0,0.0,0.0,0.0,Healthy
1023.1,59.0,0.1,0.4,0.0,1.2,59.0,Unhealthy
1011.0,5.0,19.5,12.0,1.8,0.0,5.0,Unhealthy
